landmark_id,canonical_name,landmark_type,historical_era,geographic_region,city,architectural_style,coordinates_lat,coordinates_lon
241,Siwa,Natural Site,Islamic,Western Desert,Siwa,Islamic,29.2036,25.5195
242,Sohag_Stadium,Stadium,Contemporary,Upper Egypt,Sohag,Contemporary,26.559,31.6948
243,Soma_Bay,Natural Site,Natural,Red Sea Coast,Hurghada,N/A,27.2579,33.8116
244,Speos_Artemidos,Temple,Pharaonic,Upper Egypt,Minya,Ancient Egyptian,28.1099,30.7503
245,Sphinx_of_Memphis,Monument,Pharaonic,Greater Cairo,Memphis,Ancient Egyptian,29.8451,31.2547
246,"St._Catherine's_Cathedral,_Alexandria",Church,Coptic/Byzantine,Alexandria,Alexandria,Coptic,31.2001,29.9187
247,Suez_Canal_Bridge,Bridge,Contemporary,Canal Zone,Suez,Contemporary,29.9737,32.5495
248,Sulayman_Agha_al-Silahdar_Mosque,Mosque,Ottoman,Greater Cairo,Cairo,Ottoman,30.0444,31.2357
249,Sulayman_Pasha_Mosque,Mosque,Ottoman,Greater Cairo,Cairo,Ottoman,30.0444,31.2357
250,Sultan_Qaytbay_Complex,Complex,Islamic,Greater Cairo,Cairo,Islamic,30.0444,31.2357
251,Synagogue_of_Moses_Maimonides,Synagogue,Medieval,Greater Cairo,Cairo,Medieval,30.0444,31.2357
252,Syrian_Monastery,Monastery,Coptic/Byzantine,Nile Delta,Wadi Natrun,Coptic,30.3578,30.3307
253,Temple_of_Derr,Temple,Pharaonic,Upper Egypt,Nubia,Ancient Egyptian,22.3372,31.6258
254,Temple_of_Hibis,Temple,Pharaonic,Western Desert,Kharga,Ancient Egyptian,25.4486,30.5559
255,Temple_of_Isis_in_Deir_el-Shelwit,Temple,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
256,Temple_of_Isis_in_Philae,Temple,Pharaonic,Upper Egypt,Aswan,Ancient Egyptian,24.0889,32.8998
257,Temple_of_Khonsu_in_Karnak,Temple,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
258,Temple_of_Kom_Ombo,Temple,Pharaonic,Upper Egypt,Kom Ombo,Ancient Egyptian,24.4524,32.9279
259,Temple_of_Seti_I_in_Abydos,Temple,Pharaonic,Upper Egypt,Abydos,Ancient Egyptian,26.1855,31.9196
260,Theban_Necropolis,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
261,"Tirbana_mosque,_Alexandria",Mosque,Islamic,Alexandria,Alexandria,Islamic,31.2001,29.9187
262,Tomb_of_Hetepheres,Tomb,Pharaonic,Greater Cairo,Giza,Ancient Egyptian,29.9765,31.1313
263,Tomb_of_Kheruef,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
264,Tomb_of_Nakht_TT52,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
265,Tomb_of_Nefertari,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
266,Tomb_of_Unknown_Soldier_in_Cairo,Monument,Contemporary,Greater Cairo,Cairo,Contemporary,30.0444,31.2357
267,Umm_Kulthum_Museum,Museum,Contemporary,Greater Cairo,Cairo,Contemporary,30.0444,31.2357
268,Umm_el-Qaab,Tomb,Pharaonic,Upper Egypt,Abydos,Ancient Egyptian,26.1855,31.9196
269,Unfinished_obelisk_in_Aswan,Monument,Pharaonic,Upper Egypt,Aswan,Ancient Egyptian,24.0889,32.8998
270,Userkaf_sun_temple,Temple,Pharaonic,Greater Cairo,Abu Ghurab,Ancient Egyptian,29.8971,31.1928
271,Valley_of_the_Golden_Mummies,Tomb,Pharaonic,Western Desert,Bahariya,Ancient Egyptian,28.3394,28.868
272,Valley_of_the_Queens,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
273,WV22,Tomb,Pharaonic,Upper Egypt,Luxor,Ancient Egyptian,25.6872,32.6396
274,Wadi_Degla,Natural Site,Natural,Greater Cairo,Cairo,N/A,30.0444,31.2357
275,Wadi_Hammamat,Natural Site,Pharaonic,Red Sea Coast,Eastern Desert,Ancient Egyptian,27.0,33.5
276,Wadi_el-Raiyan,Natural Site,Natural,Middle Egypt,Faiyum,N/A,29.3084,30.8428
277,Wadi_el_Gemal_National_Park,Natural Site,Natural,Upper Egypt,Marsa Alam,N/A,25.0656,34.8921
278,White_Monastery,Monastery,Coptic/Byzantine,Upper Egypt,Sohag,Coptic,26.559,31.6948
279,White_Pyramid_of_Amenemhat_II,Pyramid,Pharaonic,Greater Cairo,Dahshur,Ancient Egyptian,29.7911,31.2102
